FIGF,LYVE1,CD300LG,SCARA5,PAMR1,SDPR,MYOM1,BTNL9,KCNIP2,SLC2A4,PDE2A,LEP,ACVR1C,ABCA10,AQP7,GPR146,ATP1A2,FXYD1,ARHGAP20,NPR1,ATOH8,ABCA9,ALDH1L1,ADAMTS5,RDH5,GPAM,CA4,KLHL29,GPIHBP1,LOC728264,MAMDC2,TMEM132C,ITIH5,HSPB7,HSPB6,DMD,SPRY2,IGFBP6,CXCL2,EBF1,KLB,CLEC3B,TMEM220,IBSP,HIF3A,IGSF10,CIDEC,C2orf40,LEPR,ANGPTL1,class
2.1894,40.6599,7.1937,3.7532,22.5194,116.9755,26.8981,24.7087,10.0086,81.9454,188.5996,0.3128,3.7532,14.3874,10.0086,108.8435,34.7173,1.5638,36.9067,151.3801,23.7704,63.1793,3.1277,153.8822,3.4405,277.1131,0,16.264,14.0746,113.2223,26.5853,9.0703,131.0501,16.5767,113.2223,65.0559,67.5581,72.5624,0.6255,135.1161,5.9426,140.4332,12.198,11.5724,2.1894,89.1391,24.396,6.5681,108.5871,20.9555,C
17.8458,13.3843,3.8241,10.5163,56.4054,45.8891,31.8674,30.5927,25.1753,3.8241,74.5698,2.8681,7.0108,6.6985,1.2747,42.065,2.2307,0.6373,28.6807,79.6686,17.8458,28.0433,5.0988,148.5022,10.3091,913.3206,0,37.9222,5.7361,122.6896,35.9656,3.5054,131.2938,22.3072,25.1753,86.9981,180.051,55.768,7.0108,53.856,10.1976,63.7349,25.4939,80.6246,2.2307,18.4831,0.6373,23.9006,287.6131,9.2416,C
0,12.6437,0,0.3831,13.0268,14.1762,3.8314,6.8966,8.046,14.1762,18.3908,0,0.7663,0.7663,1.9157,151.7241,3.0651,4.2146,0.7663,13.7931,1.5326,1.1494,1.5326,73.1801,10.728,151.341,0,3.8314,7.2797,16.8582,8.8123,0,12.6437,33.3333,1426.4368,11.1111,25.6705,221.0728,0,23.3716,20.6897,65.9004,85.4406,0.3831,0,0,1.2797,0,51.4176,5.7471,C
4.5249,15.1907,32.967,18.4228,44.9257,55.9147,20.0388,44.9257,96.6387,77.2463,120.5559,55.9147,41.6936,5.4945,130.5753,138.9787,28.4421,28.1189,7.7569,162.8959,37.1687,18.0995,51.3898,45.5721,49.0078,430.5107,8.0802,10.6658,73.691,76.5999,6.7873,53.329,164.1888,67.8733,428.5714,35.5527,36.5223,186.1668,2.2624,104.7188,22.6244,267.6147,11.9586,9.6962,2.9089,11.6354,295.0873,5.8177,50.905,8.0802,C
0.4804,22.5799,0.2402,0.9608,16.3344,6.7259,15.854,26.6635,14.1725,10.3291,30.0264,0.4804,27.1439,18.2561,1.4413,61.7343,3.1227,0.4804,50.6846,24.2613,11.2899,5.5249,1.2011,13.4518,8.626,285.1309,0,6.0053,7.6868,17.5354,6.4857,0.2402,87.4369,9.128,5.0444,14.6529,50.6846,101.8496,2.4021,17.7756,8.1672,21.3788,21.1386,18.7365,0.7206,5.7651,0.723,0.7206,50.2907,29.3058,C
149.3943,8.0754,83.4455,60.2288,201.2113,187.0794,16.8237,237.214,44.0781,11.4401,171.6016,19.179,11.1036,79.7443,40.0404,127.1871,40.0404,135.9354,21.1978,128.1965,39.3674,161.8439,16.4872,142.3284,27.4966,244.6164,4.7106,77.0525,159.4886,259.7577,144.9125,82.7725,371.8035,22.2073,309.5559,124.1588,204.2396,147.712,3.0283,185.397,56.8641,418.5734,30.9556,0,6.7295,122.4764,51.817,35.3297,81.8674,24.8991,C
27.9656,8.6048,28.8875,8.6048,110.3258,78.0578,9.2194,44.2532,222.1881,14.4438,103.5648,57.1604,18.4388,3.6878,49.4776,90.3503,27.6583,26.1217,26.429,123.8476,31.346,31.346,18.7462,105.716,20.8543,334.9723,3.6878,54.7019,25.1998,134.9109,48.5556,23.6632,196.681,38.1069,210.5101,74.6773,97.4186,76.2139,9.8341,93.4235,14.1364,578.9797,13.2145,50.7068,3.3805,39.6435,98.3405,52.5507,39.6589,37.7996,C
13.9113,72.0407,74.5249,126.6923,137.1258,497.3295,30.3068,148.0561,42.2308,32.2941,636.4427,5.962,9.9367,67.5692,28.8163,270.7738,70.5502,127.686,103.838,406.906,122.2208,87.9394,25.8353,415.3521,23.6244,519.687,4.9683,155.0118,160.9738,432.7413,198.1667,193.2679,667.2463,47.1991,1065.2093,376.5992,404.9186,342.3177,18.3828,382.5612,11.924,267.296,100.857,0.9937,61.6073,298.5964,57.1358,262.3277,1407.2538,144.0815,C
1.6817,20.1808,1.962,7.0072,25.226,38.1193,11.7721,12.0524,10.9313,34.4755,24.6654,0.2803,8.1284,2.5226,0.8409,54.0957,1.6817,2.8029,10.0904,106.2294,15.9765,7.8481,3.3635,322.0517,9.1626,104.5477,0,99.5025,5.3255,33.9149,10.0904,2.2423,78.4808,6.4466,12.613,729.5915,212.7391,28.8697,23.5443,47.3688,20.4611,24.6654,48.4899,11.7721,2.2423,20.7414,4.4846,8.4087,259.6623,4.7649,C
20.8092,6.3584,34.104,20.8092,67.6301,104.6243,23.1214,116.185,20.8092,29.4798,64.7399,56.0694,56.6474,3.4682,25.4335,78.6127,21.3873,5.2023,28.3237,114.4509,30.0578,27.1676,10.9827,193.0636,32.3699,443.3526,2.3121,43.3526,44.5087,180.3468,21.3873,19.6532,340.4624,49.711,162.4277,189.0173,205.2023,78.6127,19.6532,133.526,32.948,136.4162,19.6532,31.2139,1.7341,42.1965,62.4277,41.0405,123.9364,24.2775,C
15.9633,105.0916,11.1743,14.3669,49.4861,34.5871,99.5044,47.0917,50.0183,3.4587,97.1099,27.9357,21.0183,3.9908,67.8439,64.9173,2.6605,8.5137,24.477,145.7979,10.3761,32.1926,31.6605,238.917,55.217,554.4577,0.2661,40.4403,19.1559,78.7522,15.1651,38.5779,647.5768,31.3944,179.0547,108.8163,88.3301,53.743,2.9266,212.3115,28.7339,75.2934,15.9633,230.4033,0.7982,14.8991,95.5136,1.0642,276.4999,6.1193,C
51.8684,52.8115,237.6518,52.34,227.2781,397.0294,91.0055,355.5346,286.2195,27.8203,414.0045,498.4086,144.2886,12.2598,220.2051,177.2958,224.4489,79.2173,54.6976,628.0797,59.8845,71.2012,95.7209,258.8707,177.805,694.5656,32.0641,58.4699,227.2781,136.2725,36.3079,94.3063,1194.3888,163.6214,1790.4043,205.5876,322.9989,278.675,27.3488,550.277,88.6479,710.5977,38.6656,12.2598,8.4876,122.5981,778.0266,16.9751,197.2274,43.3809,C
8.5533,6.5795,0.9869,0.329,30.9236,44.4115,11.1851,53.6228,8.5533,3.9477,46.0564,0.6579,17.7646,10.5272,0.9869,47.0433,10.8562,4.9346,12.83,25.0021,18.0936,14.8038,4.6056,43.0956,13.7018,376.3467,0,23.6862,24.3441,27.3049,15.7908,4.9346,57.8995,10.5272,48.0303,40.7928,117.7728,101.6531,5.2636,57.8995,27.9628,52.9649,9.8692,34.8713,2.6318,12.501,2.1021,9.8692,71.8809,3.6187,C
1.9607,21.2881,14.2854,31.0918,122.1265,58.8224,48.7386,53.7805,36.4139,11.2043,104.7599,25.7698,19.6075,8.1231,19.3274,70.0267,25.4897,10.9242,37.8144,112.883,29.6913,53.2203,15.9661,133.3308,26.8902,598.8682,0.5602,37.5343,51.2595,131.6502,77.8669,10.9242,256.5778,21.008,164.4227,165.8232,109.8018,115.6841,9.2435,88.7938,26.6101,133.6109,53.7805,42.8563,2.2409,74.5084,58.2622,40.0553,224.0406,10.6441,C
1.7997,14.0974,2.3996,0.2999,57.8893,19.7964,11.098,28.4947,25.1954,2.6995,26.995,0.5999,12.8976,1.1998,1.1998,27.295,5.6989,2.0996,107.6802,528.5026,3.2994,8.0985,24.2955,82.7847,41.8483,378.5303,0.2999,22.7958,19.1965,149.9724,48.2911,0.8998,110.9796,9.2983,68.9873,399.5264,185.6658,14.6973,160.7704,66.5877,12.2977,83.3846,32.0941,14.6973,5.9989,15.2972,2.1146,21.2961,43.297,0.8998,C
0.7717,6.1734,2.315,1.5434,36.2689,21.9929,7.331,17.7486,5.7876,1.1575,17.3628,2.315,15.4336,1.9292,1.1575,65.2069,0,3.4726,15.0477,118.8386,4.2442,12.7327,86.0422,258.1267,8.1026,292.0806,0.3858,250.7958,3.8584,67.9078,37.0406,2.315,67.1361,8.4885,33.5681,292.8523,340.6964,68.2936,40.1273,68.2936,15.8194,31.253,17.7486,9.646,2.315,108.0351,5.1394,6.1734,72.6652,7.7168,C
2.0326,21.8501,5.0814,8.1303,51.8305,77.2375,6.6058,36.0781,5.0814,7.114,85.8759,0,8.1303,5.5896,2.0326,52.3386,15.2443,2.0326,29.9804,62.5014,10.671,12.1954,2.5407,88.9248,5.0814,154.4751,0,49.7979,11.6873,72.6643,29.9804,11.6873,88.9248,13.2117,47.2572,53.863,102.6446,73.1724,4.0651,101.1202,27.9478,102.1365,23.3745,24.8989,1.0163,167.6868,1.5244,35.5699,252.6785,19.3094,C
10.6602,21.3205,0.3439,0,179.1609,23.3838,8.597,26.8226,10.3164,3.0949,46.4237,1.0316,6.8776,8.2531,0.3439,52.6135,18.9133,13.4113,35.4195,90.4402,15.8184,36.4512,2.0633,109.6974,37.4828,349.7249,1.7194,28.542,9.2847,92.8473,45.7256,1.3755,187.414,117.2627,237.2765,148.8996,88.3769,298.1431,4.1265,169.5323,9.9725,153.0261,19.2572,73.2462,4.1265,46.7675,0.3817,2.751,77.3728,101.1004,C
0.9674,18.0587,0.645,0.3225,64.8178,32.8926,12.5766,12.2541,10.3193,3.2248,55.1435,1.6124,19.9936,3.2248,3.5472,38.3747,1.6124,2.5798,44.5018,47.7265,3.2248,31.6027,0.645,136.0851,18.0587,298.2909,0.3225,68.6875,5.8046,118.6714,102.87,1.6124,120.6063,29.9903,104.1599,119.6388,132.2154,103.8375,12.8991,77.0719,15.4789,76.427,34.505,89.6485,0.9674,89.971,4.1438,8.0619,172.5798,13.8665,C
8.9231,4,3.3846,0,34.4615,3.6923,4.6154,106.1538,34.4615,4,13.2308,0,3.0769,3.0769,1.5385,53.5385,0.9231,0.3077,0.6154,10.1538,8,0.6154,2.1538,3.6923,14.1877,163.6923,0.3077,6.4615,4.6154,8.9231,3.3846,4,13.8462,15.0769,32.6154,1.5385,19.0769,36.9231,2.1538,11.3846,1.8462,64.3077,4.3077,1.5385,2.1538,1.5385,2.4462,0,256.3569,0,C
10.0931,20.1862,15.6617,14.6176,66.4752,99.1908,3082.224,31.3234,12.5294,171.5827,62.2988,0.6961,4.8725,12.8774,11.8333,65.4311,4055.338,188.6366,44.2008,37.9361,57.4263,21.9264,43.8528,34.8038,30.2793,308.0136,0.6961,21.9264,19.8382,26.1028,41.7646,1.0441,90.8379,3155.3119,4845.7322,1303.4021,164.97,55.6861,1.7402,64.387,8.7009,65.0831,42.8087,2.0882,4.5245,6.6127,2.137,5.9166,57.4785,108.2398,C
4.9348,7.4023,12.3371,1.2337,34.9551,48.5259,17.2719,30.0203,15.627,13.982,71.9664,3.7011,25.0854,5.3461,17.6832,50.5821,18.0944,18.5056,43.5911,73.6114,12.7483,19.3281,4.5236,326.9331,13.102,462.23,0.4112,24.263,32.8989,40.7124,22.618,20.5618,158.7373,29.1978,232.7599,106.9215,132.007,247.5645,6.5798,126.2496,13.1596,214.2543,43.5911,17.6832,1.2337,97.0518,69.9102,4.9348,216.915,39.89,C
0.5981,12.5607,14.0561,5.0841,152.5234,98.6916,9.8692,34.6916,4.785,19.4393,81.6449,2.6916,7.4766,1.4953,14.9533,71.4766,31.4019,9.271,31.4019,58.9159,18.8411,15.2523,16.4486,123.215,4.4262,443.514,0,27.215,47.8505,75.9626,53.2336,43.3645,134.5794,11.9626,32,118.729,111.8505,72.6729,3.5888,51.7383,22.729,221.9065,26.9159,17.3458,0.2991,34.0935,12.5607,41.8692,189.3473,25.4206,C
1.7306,11.8258,10.9605,60.8595,30.2855,75.8581,30.2855,43.8419,53.0718,12.1142,99.2212,13.268,79.8962,7.2108,25.3822,41.246,50.1875,14.1333,55.3793,120.5653,23.6516,30.574,27.9781,242.8613,25.1889,467.8396,0.8653,45.5725,46.4378,140.1788,149.0424,21.3441,194.6928,55.3793,132.3911,126.6224,159.2155,150.5624,6.0571,208.8261,29.1318,181.4249,41.8229,25.0937,0.8653,32.3046,98.0675,9.5183,138.0387,41.5345,C
17.956,6.1917,102.1635,74.9199,833.7158,377.0761,102.4731,197.516,113.9277,200.6119,181.7271,181.7271,16.7177,73.9911,70.5857,138.0755,157.2698,36.5312,91.6375,255.7183,95.6622,65.9419,138.3851,835.2637,103.4018,743.007,14.8601,453.5439,124.1441,2097.7565,542.0763,54.1776,935.8793,175.5354,468.0944,1640.188,787.897,334.0436,60.0597,93.1855,31.5778,141.4809,225.0692,0,31.8874,69.0377,213.9241,488.8367,487.069,34.3641,C
8.2071,41.351,16.4141,44.5076,31.8813,89.0152,22.7273,31.25,43.2449,23.9899,71.9697,47.0328,19.5707,3.7879,21.4646,80.1768,11.6793,27.1465,29.0404,126.5783,49.8737,49.5581,5.6818,354.798,34.0909,339.0152,0.947,26.5152,22.4116,98.8005,27.1465,14.2045,186.8687,61.8687,135.4167,159.7222,395.5177,123.4217,502.5253,148.0429,15.7828,201.0732,102.2727,302.0833,11.6793,38.5101,57.7652,2.2096,119.4129,31.8813,C
27.9765,5.7225,92.1952,140.2003,61.3575,175.1709,38.1497,231.4417,49.2767,24.1615,229.2163,22.254,44.508,45.7797,34.9706,130.027,17.1674,34.3348,53.0917,306.1516,56.5888,177.0784,23.5257,203.1474,36.6555,400.5722,2.8612,184.7083,37.196,169.4484,64.8546,32.4273,416.7859,26.069,181.8471,246.3837,357.018,132.5703,12.0808,275.3139,24.1615,106.5014,75.3457,0.6358,150.3735,192.9741,87.4265,54.3634,186.1135,69.3054,C
65.2875,190.8951,120.64,207.9266,564.879,277.8268,64.2231,72.384,66.352,83.3835,187.7016,26.9666,60.32,32.9986,46.4819,142.6391,118.1562,130.5751,114.608,387.4673,65.2875,116.3821,42.9336,490.7209,75.5774,860.447,6.7416,276.0527,48.6108,241.28,195.6923,35.4824,961.2169,28.3859,776.7087,2233.9689,453.4645,295.2132,147.9614,409.1115,43.2885,647.1981,111.4146,157.5416,74.1581,225.3129,237.0221,448.1421,255.3913,258.6663,C
70.9677,24.1935,77.0161,62.5,100.4032,246.7742,40.7258,177.4194,10.8871,15.7258,180.6452,5.2419,23.7903,41.9355,26.2097,181.8548,69.3548,53.629,39.1129,254.8387,56.0484,87.9032,41.9355,232.2581,20.9677,433.871,8.871,81.8548,119.3548,229.8387,90.6815,29.4355,383.4677,21.7742,165.3226,306.0484,297.9839,121.371,52.0161,222.9839,12.0968,126.6129,38.7097,1.2097,11.2903,144.7581,44.7581,188.3065,398.875,25.8065,C
2.7407,15.0737,38.0267,46.2487,66.1185,77.0812,14.7311,66.4611,20.8976,21.9253,121.9596,57.554,14.0459,8.222,16.444,113.7376,18.4995,16.1014,58.9243,146.283,31.1751,53.1004,5.4813,140.4591,31.2196,357.3141,1.0277,43.1655,31.1751,100.7194,44.5152,17.1292,392.2576,28.4344,157.5882,85.3032,102.0898,173.6896,3.4258,168.5509,28.777,157.5882,84.2754,12.6756,3.0832,78.7941,24.5221,14.3885,143.0147,29.8047,C
0,17.4021,9.3226,3.1075,87.6321,38.5333,10.5656,29.8322,6.215,9.3226,116.8428,11.1871,11.8086,3.729,2.486,39.1548,32.3182,3.1075,49.7203,41.0193,14.2946,47.2343,2.486,192.6663,9.3226,391.5475,0,31.6967,16.7806,122.4363,78.005,4.972,95.0901,59.0429,59.6644,72.716,119.3288,155.9975,13.0516,120.5718,18.0236,90.1181,48.4773,70.8515,1.8645,41.0193,11.0814,4.972,111.9888,8.7011,C
4.4984,8.547,4.4984,0.8997,102.1143,28.7899,11.6959,14.395,35.9874,19.3432,21.5924,6.2978,23.8417,15.7445,8.9969,36.8871,12.5956,3.5987,23.8417,37.7868,13.0454,13.9451,2.2492,68.8259,14.395,701.3045,0,21.5924,8.0972,89.5187,64.3275,9.4467,130.9042,16.6442,88.619,62.0783,58.0297,62.978,4.4984,40.4858,39.5861,25.641,12.5956,60.2789,0.4498,46.3338,32.8385,5.3981,66.5857,10.7962,C
1.7036,19.3072,2.2714,0.5679,51.6752,39.1823,14.7643,14.7643,5.1107,3.975,31.2323,0,4.5429,0.5679,1.7036,56.7859,20.4429,1.1357,31.8001,43.7252,10.7893,16.4679,0.5679,108.4611,5.0426,524.7019,0,19.8751,19.8751,67.0074,47.7002,0,79.5003,31.2323,45.9966,69.8467,71.5503,108.4611,3.4072,152.1863,6.8143,122.6576,15.9001,13.6286,0,23.2822,0,5.1107,76.1442,7.3822,C
20.8576,8.3431,29.5799,80.0175,680.3385,129.3174,15.5484,95.9452,24.6499,18.5823,85.706,5.6884,17.8238,25.4084,3.0338,123.2497,22.3746,86.4644,60.6768,76.2252,42.853,31.8553,12.5146,451.2836,22.769,311.727,0,118.3197,31.0969,234.7433,361.3151,40.1984,407.293,94.8075,445.216,208.9557,443.699,361.7854,6.4469,297.6955,15.1692,142.2112,116.8028,0.7585,5.6884,234.3641,20.4784,78.5006,108.9148,41.3361,C
3.5211,18.5659,13.7644,13.7644,225.032,277.5288,18.886,37.1319,10.5634,36.4917,112.356,0.9603,8.0026,11.2356,4.4814,94.4302,34.8912,23.6876,98.5915,201.6645,38.7324,72.9834,15.685,483.6748,22.9738,319.1421,4.8015,243.598,15.3649,294.8143,645.2657,298.3355,593.79,27.8489,75.8643,505.1216,431.4981,223.7516,9.283,136.3636,8.6428,125.1601,76.8246,43.2138,0.6402,107.5544,1.4917,1351.1524,148.6204,19.2061,C
0.362,27.8708,2.5337,0,27.1469,52.122,12.3066,23.1653,9.4109,13.0305,76.3732,0,0.7239,7.2392,3.2576,69.8579,8.687,16.2881,17.374,127.0473,7.2392,13.0305,0.7239,188.9422,7.2392,233.825,1.8098,22.8034,43.7969,121.256,19.9077,0.7239,89.0417,14.4783,130.6669,31.1284,48.5024,145.1452,0,180.2552,31.4904,230.5674,27.1469,4.7055,1.0859,62.6188,1.7519,2.1717,73.5535,15.9262,C
3.6232,9.6618,3.0193,7.2464,89.9758,32.6087,8.4541,19.9275,10.8696,1.2077,42.2705,0,4.8309,2.4155,0.6039,92.3913,9.058,6.6425,9.6618,46.4976,85.1449,14.4928,2.4155,89.9758,6.6425,303.1401,0,50.1208,7.8502,71.8599,111.099,7.8502,66.4251,10.8696,22.343,56.7633,339.9758,76.6908,14.4928,42.2705,10.2657,86.9565,96.6184,4.2271,1.2077,18.1159,0.7428,105.6763,36.8599,5.4348,C
6.5226,12.5017,0,1.6307,22.2856,8.6968,11.9581,7.0662,7.0662,3.2613,171.2189,1.6307,32.0696,8.6968,1.6307,36.418,17.3937,2.7178,15.2195,71.7489,53.2681,16.8501,1.0871,64.6827,20.5245,154.9124,0,450.0611,8.6968,11.4146,0,0,228.2919,5.4355,306.0198,1128.4142,120.6686,65.2263,16.8501,25.0034,12.5017,2.1742,69.0311,5.9791,4.3484,11.9581,0.636,15.763,47.4141,6.5226,C
0,1.771,0,0,67.2963,14.758,46.0449,70.2479,22.4321,44.2739,19.4805,0,52.5384,18.8902,4.7226,46.6352,4.7226,1.1806,7.0838,17.1192,5.9032,18.8902,5.3129,92.0897,14.2444,325.856,0,25.974,5.9032,121.0153,87.7627,0,85.0059,1.1806,162.3377,54.3093,232.5856,91.4994,9.4451,57.2609,17.7096,28.3353,23.6128,0.5903,0,7.0838,0,22.4321,71.5466,4.7226,C
0.4674,8.8806,0,0.4674,0.4674,39.7289,2.8044,21.033,9.348,21.5004,74.3164,0,132.2739,0.4674,1.4022,104.6974,3.2718,1.4022,1.8696,33.6527,131.3391,4.674,0,72.4468,38.2659,533.7696,0.4674,8.4132,17.7612,32.7179,185.2255,0,7.4784,2.8044,35.5223,42.5333,20.0982,411.7785,1.4022,53.2835,34.5875,43.4681,736.6207,7.9458,0.9348,2.337,1.4022,0.4674,114.3585,6.5436,C
16.1346,40.8514,85.8222,22.6571,102.9866,295.9149,54.5829,248.8843,157.9128,51.8366,385.1699,45.6574,78.9564,64.5898,132.1662,207.6897,115.0017,83.4192,78.9564,329.2139,71.4041,141.4349,103.3299,611.3972,112.0632,959.8352,13.3883,69.001,135.599,355.3038,106.7559,162.7188,717.1301,104.0165,821.4899,154.8232,176.7937,227.9437,13.7315,408.8568,70.0309,227.6004,90.6282,26.4332,15.7913,78.2698,458.6337,48.747,404.116,220.0481,C
1.2895,20.6319,2.579,7.4146,37.0729,109.9291,80.5932,125.403,15.4739,4.5132,200.1934,2.9014,10.9607,9.6712,3.5461,55.1257,397.4855,1.6119,9.0264,94.4552,10.6383,25.7898,0.6447,511.9278,10.5932,723.0819,1.9342,45.7769,12.2502,73.8233,18.53,0,20.9542,33.5268,58.0271,72.8562,96.3894,233.0754,1.2895,313.3462,40.9413,129.5938,43.5203,75.4352,3.2237,30.9478,4.8356,0.9671,179.0039,15.1515,C
0.9471,30.7802,0,2.3677,31.2537,13.7327,117.9117,114.1234,5.2089,227.2996,53.9837,1.8942,8.0502,3.3148,0,137.8004,0.9471,6.156,42.1451,127.3825,8.0502,6.6296,1.8942,224.4584,8.5237,672.9016,0,26.9918,54.9307,62.9809,11.777,0,191.3105,24.6241,52.0895,71.9782,176.6308,31.2537,28.4125,146.7977,40.251,48.3012,68.6634,127.856,141.1152,18.4681,7.785,0.4735,71.2679,8.5237,C
9.3897,98.2981,65.1408,395.5399,64.554,186.6197,186.6197,267.6056,142.3122,29.3427,544.0141,433.9789,84.2136,23.4742,115.6103,198.0634,221.2441,33.4507,39.9061,350.939,48.7089,47.2418,85.6808,165.493,86.4231,1580.6925,14.3779,63.9671,70.1291,527.8756,61.8104,45.4812,1127.3474,157.5704,536.9718,175.4695,145.8333,93.6033,2.9343,455.9859,115.9038,770.2465,41.6667,168.7207,9.6831,68.9554,383.8028,25.2347,160.5839,67.7817,C
16.9047,27.3973,9.6182,8.4523,84.5235,102.594,19.5278,60.9152,25.0656,32.0606,103.1769,12.2413,20.4022,15.7389,16.6132,61.2066,33.2265,11.3669,38.4727,106.0915,19.5278,60.6237,11.6584,156.8056,20.6033,545.6135,0,41.0959,10.4926,191.7808,225.0073,12.2413,95.8904,30.3119,220.9268,173.4188,120.6645,48.9653,11.0755,177.7907,23.8997,63.2469,34.9752,46.0507,4.3719,88.6039,47.2166,18.9449,174.7187,62.3725,C
5.7513,7.1891,12.2214,8.6269,25.8807,198.4184,28.7563,70.4529,44.5723,19.4105,147.376,93.4579,30.1941,15.0971,70.4529,141.6247,75.4853,35.9454,26.5996,125.8088,46.0101,28.0374,10.0647,74.7664,42.7606,498.2027,0,38.821,76.9231,100.647,31.6319,35.2265,239.3961,131.56,217.11,86.2689,79.7987,140.1869,8.6269,143.0625,48.1668,214.9533,169.6621,5.0324,11.5025,33.0697,186.9159,32.3508,237.7642,20.1294,C
4.6193,75.8888,12.2082,107.8941,147.8182,127.0313,37.9444,100.6352,72.9192,3.2995,138.9095,1.9797,18.4773,26.0662,1.9797,116.1429,3.2995,18.8072,32.9951,125.0516,195.6611,96.3458,92.0564,99.3154,34.305,313.1238,0.6599,221.7273,123.4018,74.899,19.4671,37.6145,296.6262,14.8478,115.153,289.6973,179.4935,42.2338,8.2488,244.164,22.7666,254.0625,146.4984,0,34.6449,67.64,5.9391,5.2792,263.6971,8.9087,C
4.9773,16.3958,4.9773,29.2783,7.0268,20.202,147.2698,28.3999,37.1834,12.8824,42.4535,24.0082,18.4453,21.6659,12.0041,56.2143,16.9814,54.4576,25.1793,150.7832,27.5216,16.6886,18.1525,230.7129,69.2402,202.313,0.2928,314.1561,8.7835,506.8072,126.1045,4.6845,190.8945,62.3628,207.2903,255.5995,188.5522,98.9606,26.3505,128.5317,12.8824,89.006,134.0946,109.7936,15.5175,76.4163,54.4576,358.3663,43.8677,18.4453,C
8.5529,26.0007,66.7123,10.6055,65.6859,94.4235,30.1061,192.6103,94.7657,16.7636,129.6613,189.5313,14.0267,27.027,50.2908,91.3445,17.1057,49.6066,38.3168,228.1902,33.1851,61.5806,46.8697,139.9247,75.9494,495.0393,14.0267,71.5019,58.1594,488.1971,42.7643,26.6849,251.454,125.2138,357.1673,132.7403,144.7143,203.558,59.1858,107.4239,26.0007,128.2928,66.7123,7.1844,5.8159,93.0551,172.4256,44.4749,89.1652,8.895,C
3.26,31.3773,0.4075,0,27.3024,8.965,11.0024,2.445,48.0848,3.6675,22.8199,2.8525,6.1125,3.26,2.8525,41.1573,2.0375,30.9698,4.4825,48.8998,0.815,2.445,3.26,179.7066,14.9633,116.5444,0,47.6773,15.4849,308.476,20.7824,0,13.0399,26.0799,2396.088,137.7343,156.8867,95.3545,58.2722,48.8998,22.4124,47.2698,72.1271,13.8549,5.2975,3.6675,26.4874,1.2225,128.7286,7.7425,C
4.9106,26.6573,1.7538,9.1196,30.1649,62.785,14.3809,9.4704,32.6201,11.2241,139.2494,0.7015,15.4332,11.9256,1.0523,77.1659,22.4483,22.799,11.9256,48.0533,40.3367,11.9256,9.1196,37.1799,43.8022,259.558,0,29.8141,18.2392,169.4142,44.195,2.806,99.2634,35.7769,82.4272,102.0694,104.8755,193.2655,10.5226,77.1659,11.2241,244.1249,52.2624,9.4704,5.9628,16.8362,0.3753,19.2915,90.2701,21.396,C
52.1463,24.4833,61.3672,45.151,193.6407,93.4817,15.2623,63.911,24.4833,18.7599,80.4452,54.69,6.9952,9.8569,28.9348,128.4579,11.4467,49.9205,10.8108,389.8251,47.0588,16.5342,5.0874,202.2258,26.9984,218.7599,5.0874,100.7949,55.6439,195.8665,89.6661,10.1749,213.0366,56.9157,1603.4976,102.7027,168.8394,203.1797,37.2019,98.2512,21.9396,219.0779,232.4324,34.0223,25.7552,29.8887,51.5103,139.2687,239.7107,19.0779,C
3.8394,24.6363,29.1156,4.7993,53.112,36.7945,27.5159,74.2288,71.6692,17.2774,69.4296,51.1923,10.2385,2.2397,45.4332,69.7495,9.9185,31.6752,15.6776,72.3091,21.4368,19.1971,38.7142,75.8286,49.6789,174.3738,7.3589,61.7507,48.9526,185.892,19.837,19.5171,189.7315,52.7921,310.6733,58.5512,128.9406,202.2096,39.0341,99.505,18.8772,297.2353,23.9964,30.7154,2.8796,44.1534,97.2654,5.4392,50.6548,10.8784,C
6.3109,98.5046,192.0702,34.2983,122.1018,130.6078,62.2856,405.5426,197.2836,21.9509,307.5868,629.4416,37.0421,18.3839,236.2464,163.2597,52.1334,46.3712,22.774,305.6661,92.4681,61.7369,44.9993,132.5285,203.4545,554.8086,66.9502,56.2491,121.2786,420.0851,39.2235,38.9628,575.1132,134.4492,976.54,84.2365,139.6625,198.9299,9.8779,153.1074,34.0239,381.671,35.6702,224.4478,13.4449,36.219,309.5075,35.1214,122.0497,33.4751,C
19.8556,18.0505,41.9675,18.9531,37.9061,110.5596,15.7942,70.8484,44.6751,9.9278,98.8267,60.0181,37.4549,19.4043,27.9783,41.5162,18.9531,4.9639,121.3899,110.5596,24.8195,109.2058,12.1841,179.6029,27.7708,639.8917,2.7076,40.1625,39.7112,47.3827,64.472,46.9314,254.5126,59.1155,146.6606,101.5343,117.3285,110.1083,4.0614,180.0542,30.2347,69.4946,48.7365,0.4513,11.7329,147.1119,54.6029,14.4404,176.0289,32.491,C
2.0148,105.4399,1.679,3.358,70.8529,68.8381,40.2955,14.4392,15.4466,10.4097,100.7388,281.0611,15.4466,4.0296,11.0813,73.8751,3.0222,18.4688,41.6387,226.998,36.9375,13.4318,22.4983,427.8039,22.6427,424.4459,0,198.7911,14.775,103.4251,239.6273,5.7085,257.5554,225.9906,151.7797,475.1511,667.5621,93.687,4.7011,232.7065,22.1625,86.6353,47.3472,95.366,26.1921,71.1887,78.2404,2.0148,257.2364,10.7455,C
